payment_id,order_id,payment_method,amount,payment_date
700,767,NetBanking,4095.00,2024-11-29
701,768,Card,11841.00,2024-12-08
702,769,NetBanking,1098.00,2025-03-29
703,770,UPI,4596.00,2024-12-25
704,771,UPI,17892.00,2024-09-15
705,772,UPI,3198.00,2025-05-04
706,773,UPI,4797.00,2025-01-01
707,774,COD,899.00,2024-10-19
708,775,COD,3597.00,2025-08-24
709,776,UPI,1198.00,2024-10-24
710,777,COD,1098.00,2024-12-30
711,778,NetBanking,12290.00,2025-02-21
712,780,NetBanking,999.00,2025-01-04
713,781,UPI,4093.00,2025-05-22
714,782,UPI,14997.00,2025-06-30
715,783,COD,2897.00,2025-02-26
716,784,COD,4296.00,2025-07-05
717,785,Card,1947.00,2024-09-04
718,786,UPI,1848.00,2024-12-16
719,787,Card,2447.00,2024-10-29
720,788,UPI,6598.00,2024-12-22
721,789,COD,3297.00,2024-10-23
722,790,UPI,3198.00,2025-03-09
723,791,NetBanking,21993.00,2025-05-31
724,792,COD,3696.00,2024-11-18
725,793,NetBanking,4497.00,2024-10-13
726,795,COD,699.00,2025-03-25
727,796,UPI,9093.00,2025-03-22
728,797,COD,12492.00,2025-01-31
729,798,UPI,2996.00,2025-04-11
730,799,Card,2397.00,2025-07-28
731,800,UPI,9992.00,2025-06-08
732,801,COD,798.00,2025-06-07
733,802,COD,9891.00,2025-06-26
734,803,UPI,5995.00,2025-02-24
735,804,Card,5295.00,2024-11-12
736,805,NetBanking,13693.00,2025-04-05
737,806,COD,4395.00,2025-03-20
738,807,NetBanking,5992.00,2025-02-18
739,808,Card,2997.00,2024-09-14
740,809,UPI,1047.00,2024-10-06
741,810,UPI,8495.00,2025-03-31
742,811,UPI,6894.00,2024-12-16
743,812,COD,1448.00,2025-02-06
744,813,UPI,3996.00,2025-03-26
745,814,COD,3896.00,2025-01-28
746,815,UPI,1797.00,2025-03-16
747,817,COD,7194.00,2024-10-10
748,818,Card,9593.00,2024-10-08
749,819,UPI,2697.00,2025-05-09
750,820,COD,8096.00,2024-11-13
751,821,NetBanking,8195.00,2024-10-10
752,822,COD,1197.00,2025-04-16
753,823,Card,399.00,2025-07-04
754,824,Card,699.00,2024-12-12
755,825,COD,3296.00,2025-08-15
756,826,UPI,2896.00,2024-10-26
757,827,UPI,1797.00,2025-02-14
758,828,UPI,6594.00,2024-12-19
759,829,COD,5894.00,2024-12-22
760,830,COD,8993.00,2025-02-19
761,831,UPI,1799.00,2025-07-27
762,832,Card,2897.00,2025-01-01
763,833,Card,20994.00,2024-11-18
764,834,UPI,2097.00,2025-01-22
765,835,UPI,3096.00,2025-02-19
766,836,UPI,4297.00,2025-05-25
767,837,UPI,3196.00,2025-07-24
768,838,Card,5243.00,2025-05-18
769,839,COD,1497.00,2025-06-24
770,840,NetBanking,11893.00,2025-05-02
771,841,NetBanking,2694.00,2025-06-13
772,842,UPI,1098.00,2024-10-07
773,843,COD,4840.00,2025-03-11
774,844,NetBanking,7295.00,2024-11-04
775,845,UPI,798.00,2025-07-25
776,846,Card,14392.00,2025-05-03
777,847,COD,8996.00,2025-07-08
778,848,COD,1598.00,2025-08-28
779,849,UPI,5691.00,2025-08-22
780,850,UPI,2998.00,2025-08-24
781,851,COD,10093.00,2025-08-23
782,852,COD,7393.00,2025-05-17
783,853,UPI,599.00,2025-07-24
784,854,UPI,9998.00,2024-10-04
785,855,NetBanking,1999.00,2024-10-02
786,856,Card,4993.00,2025-03-13
787,857,UPI,10193.00,2025-01-02
788,858,NetBanking,19941.00,2025-07-07
789,859,Card,1299.00,2025-08-07
790,860,Card,2994.00,2025-02-14
791,861,NetBanking,7094.00,2025-05-04
792,862,UPI,897.00,2024-11-28
793,863,UPI,1198.00,2024-12-20
794,864,NetBanking,7493.00,2025-02-15
795,865,COD,7395.00,2024-10-19
796,866,UPI,4897.00,2025-04-12
797,867,COD,349.00,2025-07-02
798,868,Card,1598.00,2024-09-02
799,869,Card,2396.00,2025-08-15
800,870,UPI,10640.00,2025-02-01
801,871,UPI,3293.00,2025-08-28
802,872,COD,13991.00,2024-12-02
803,874,UPI,5095.00,2024-09-30
804,875,UPI,1798.00,2025-03-06
805,876,COD,16791.00,2024-10-22
806,877,UPI,2395.00,2024-09-20
807,878,COD,2946.00,2025-08-21
808,879,NetBanking,11890.00,2024-12-26
809,880,UPI,4998.00,2024-10-23
810,882,UPI,1999.00,2025-04-19
811,884,NetBanking,9998.00,2024-11-27
812,886,UPI,3597.00,2025-08-06
813,887,COD,6194.00,2024-12-21
814,888,UPI,3597.00,2025-03-25
815,889,COD,4945.00,2024-12-15
816,890,UPI,899.00,2025-07-09
817,891,UPI,3746.00,2025-03-29
818,892,NetBanking,10491.00,2025-03-14
819,893,COD,999.00,2025-06-11
820,895,COD,14042.00,2024-11-15
821,896,Card,9392.00,2025-04-14
822,897,NetBanking,4999.00,2025-07-22
823,898,UPI,11089.00,2024-10-16
824,899,Card,10194.00,2024-09-10
